Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
PROV512;C墂iz;Cadiz;Cadiz;;C墂iz;;;;;;;;;
PROV513;Granada;Grenade;Granada;;Granada;;;;;;;;;
PROV514;M嫮aga;Malaga;Malaga;;M嫮aga;;;;;;;;;
PROV515;Almer燰;Almeria;Almeria;;Almer燰;;;;;;;;;
PROV516;Ja幯;Ja幯;Jaen;;Ja幯;;;;;;;;;
PROV517;Gibraltar;Gibraltar;Gibraltar;;Gibraltar;;;;;;;;;
PROV518;Porto;;;;;;;;;;;;;
PROV519;Vila Real;Vila Real;Vila Real;;Villarreal;;;;;;;;;
PROV520;Covilh?Covilh?Covilha;;Covilha;;;;;;;;;
PROV522;Coimbra;Co鮛bre;Coimbra;;Coimbra;;;;;;;;;
PROV523;Abrantes;Abrantes;Abrantes;;Abrantes;;;;;;;;;
PROV524;Setal;;;;;;;;;;;;;
PROV525;屴ora;Evora;Evora;;屴ora;;;;;;;;;
PROV526;Beja;Beja;Beja;;Beja;;;;;;;;;
PROV527;Faro;Faro;Faro;;Faro;;;;;;;;;
PROV528;Hamburg;Hambourg;Hamburg;;Hamburgo;;;;;;;;;
PROV529;Lauenburg;Lauenburg;Lauenburg;;Lauenburg;;;;;;;;;
PROV530;Leck;Leck;Leck;;Leck;;;;;;;;;
PROV531;Stade;Stade;Stade;;Stade;;;;;;;;;
PROV532;Leburg;Lunebourg;Leburg;;Luneburg;;;;;;;;;
PROV533;Heligoland;Heligoland;Helgoland;;Heligoland;;;;;;;;;
PROV535;Nienburg;Nienburg;Nienburg;;Nienburg;;;;;;;;;
PROV537;G飆tingen;G飆tingen;G飆tingen;;Gottingen;;;;;;;;;
PROV538;Osnabrk;Osnabrk;Osnabrk;;Osnabruck;;;;;;;;;
PROV539;Bremen;Br瘱e;Bremen;;Bremen;;;;;;;;;
PROV540;Oldenburg;Oldenbourg;Oldenburg;;Oldenburgo;;;;;;;;;
PROV541;Cloppenburg;Cloppenburg;Cloppenburg;;Cloppenburg;;;;;;;;;
PROV542;Lingen;Lingen;Lingen;;Lingen;;;;;;;;;
PROV543;Emden;Emden;Emden;;Emden;;;;;;;;;
PROV544;Schwerin;Schwerin;Schwerin;;Schwerin;;;;;;;;;
PROV545;Neustrelitz;Neustrelitz;Neustrelitz;;Neustrelitz;;;;;;;;;
PROV546;Stettin;Stettin;Stettin;;Stettin;;;;;;;;;
PROV548;Stralsund;Stralsund;Stralsund;;Stralsund;;;;;;;;;
PROV549;Berlin;Berlin;Berlin;;Berl璯;;;;;;;;;
PROV550;Prenzlau;Prenzlau;Prenzlau;;Prenzlau;;;;;;;;;
PROV551;Pritzwalk;Pritzwalk;Pritzwalk;;Pritzwalk;;;;;;;;;
PROV552;Cottbus;Cottbus;Cottbus;;Cottbus;;;;;;;;;
PROV553;Magdeburg;Magdebourg;Magdeburg;;Magdeburgo;;;;;;;;;
PROV554;Erfurt;Erfurt;Erfurt;;Erfurt;;;;;;;;;
PROV555;Dessau;Dessau;Dessau;;Dessau;;;;;;;;;
PROV556;Halle;Halle;Halle;;Halle;;;;;;;;;
PROV557;Stendal;Stendal;Stendal;;Stendal;;;;;;;;;
PROV558;Dresden;Dresde;Dresden;;Dresde;;;;;;;;;
PROV559;Leipzig;Leipzig;Leipzig;;Leipzig;;;;;;;;;
PROV560;Chemnitz;Chemnitz;Chemnitz;;Chemnitz;;;;;;;;;
PROV561;Weimar;Weimar;Weimar;;Weimar;;;;;;;;;
PROV562;Gotha;Gotha;Gotha;;Gotha;;;;;;;;;
PROV563;Meiningen;Meiningen;Meiningen;;Meiningen;;;;;;;;;
PROV564;Frankfurt;Francfort;Frankfurt;;Frankfurt;;;;;;;;;
PROV565;Wiesbaden;Wiesbaden;Wiesbaden;;Wiesbaden;;;;;;;;;
PROV566;Kassel;Kassel;Kassel;;Kassel;;;;;;;;;
PROV568;Fulda;Fulda;Fulda;;Fulda;;;;;;;;;
PROV569;Mannheim;Mannheim;Mannheim;;Mannheim;;;;;;;;;
PROV570;Mainz;Mainz;Mainz;;Mainz;;;;;;;;;
PROV571;Kaiserslautern;Kaiserslautern;Kaiserslautern;;Kaiserslautern;;;;;;;;;
PROV572;Trier;Tr鋦es;Trier;;Tr憝eris;;;;;;;;;
PROV573;Saarbrken;Sarrebruck;Saarbrken;;Saarbrucken;;;;;;;;;
PROV576;Aachen;Aix-la-Chapelle;Aachen;;Aquisgr嫕;;;;;;;;;
PROV578;Dseldorf;Dseldorf;Dseldorf;;Dusseldorf;;;;;;;;;
PROV580;Dortmund;Dortmund;Dortmund;;Dortmund;;;;;;;;;
PROV581;Mster;Mster;Mster;;Mster;;;;;;;;;
PROV582;Bielefeld;Bielefeld;Bielefeld;;Bielefeld;;;;;;;;;
PROV583;Siegen;Siegen;Siegen;;Siegen;;;;;;;;;
PROV584;Korbach;Korbach;Korbach;;Korbach;;;;;;;;;
PROV585;Detmold;Detmold;Detmold;;Detmold;;;;;;;;;
PROV586;Karlsruhe;Karlsruhe;Karlsruhe;;Karlsruhe;;;;;;;;;
PROV587;Freiburg;Fribourg;Freiburg;;Friburgo;;;;;;;;;
PROV588;Konstanz;Constance;Konstanz;;Constanza;;;;;;;;;
PROV589;Stuttgart;Stuttgart;Stuttgart;;Stuttgart;;;;;;;;;
PROV590;Heilbronn;Heilbronn;Heilbronn;;Heilbronn;;;;;;;;;
PROV591;Tingen;Tubingue;Tingen;;Tubingen;;;;;;;;;
PROV592;Augsburg;Augsbourg;Augsburg;;Augsburgo;;;;;;;;;
PROV593;Ulm;Ulm;Ulm;;Ulm;;;;;;;;;
PROV594;Sigmaringen;Sigmaringen;Sigmaringen;;Sigmaringen;;;;;;;;;
PROV596;Aschaffenburg;Aschaffenbourg;Aschaffenburg;;Aschaffenburg;;;;;;;;;
PROV597;Wzburg;Wurtzbourg;Wzburg;;Wurzburg;;;;;;;;;
PROV598;Bayreuth;Bayreuth;Bayreuth;;Bayreuth;;;;;;;;;
PROV600;Landshut;Landshut;Landshut;;Landshut;;;;;;;;;
PROV601;Ingolstadt;Ingolstadt;Ingolstadt;;Ingolstadt;;;;;;;;;
PROV602;Regensburg;Ratisbonne;Regensburg;;Ratisbona;;;;;;;;;
PROV604;Basel;B滎e;Basel;;Basilea;;;;;;;;;
PROV605;Bern;Berne;Bern;;Berna;;;;;;;;;
PROV607;Geneva;Gen鋦e;Genf;;Ginebra;;;;;;;;;
PROV608;Neuch漮el;Neuch漮el;Neuchatel;;Neuchatel;;;;;;;;;
PROV610;Ponape;Ponape;Ponape;;Ponape;;;;;;;;;
PROV611;Chur;Coire;Chur;;Chur;;;;;;;;;
PROV612;Innsbruck;Innsbruck;Innsbruck;;Innsbruck;;;;;;;;;
PROV613;Salzburg;Salzbourg;Salzburg;;Salzburgo;;;;;;;;;
PROV614;Bregenz;Bregenz;Bregenz;;Bregenz;;;;;;;;;
PROV615;Lienz;Lienz;Lienz;;Lienz;;;;;;;;;
PROV616;Graz;Graz;Graz;;Graz;;;;;;;;;
PROV617;Judenburg;Judenburg;Judenburg;;Judenburg;;;;;;;;;
PROV618;Klagenfurt;Klagenfurt;Klagenfurt;;Klagenfurt;;;;;;;;;
PROV620;Sankt P闤ten;Sankt P闤ten;Sankt Polten;;Sankt Polten;;;;;;;;;
PROV621;Krems;Krems;Krems;;Krems;;;;;;;;;
PROV622;Linz;Linz;Linz;;Linz;;;;;;;;;
PROV623;猘enburg;猘enburg;猘enburg;;猘enburg;;;;;;;;;
PROV624;Eisenstadt;Eisenstadt;Eisenstadt;;Eisenstadt;;;;;;;;;
PROV625;Prague;Prague;Prag;;Praga;;;;;;;;;
PROV627;Karlsbad;Karlsbad;Karlsbad;;Karlsbad;;;;;;;;;
PROV639;Zalaegerszeg;Zalaegerszeg;Zalaegerszeg;;Zalaegerszeg;;;;;;;;;
PROV640;P嶰s;P嶰s;Pecs;;P嶰s;;;;;;;;;
PROV642;Gyor;Gyor;Gyor;;Gyor;;;;;;;;;
PROV643;Sz幧esfeh廨v嫫;Sz幧esfeh廨v嫫;Szekesfehevar;;Szekesfehevar;;;;;;;;;
PROV644;Kaposv嫫;Kaposv嫫;Kaposvar;;Kaposv嫫;;;;;;;;;
PROV645;Kecskem彋;Kecskem彋;Kecskemet;;Kecskem彋;;;;;;;;;
PROV646;Miskolc;Miskolc;Miskolc;;Miskolc;;;;;;;;;
PROV648;Debrecen;Debrecen;Debrecen;;Debrecen;;;;;;;;;
PROV649;Szeged;Szeged;Szeged;;Szeged;;;;;;;;;
PROV650;B幧廥csaba;B幧廥csaba;Bekescsaba;;Bekescsaba;;;;;;;;;
PROV653;Resicab嫕ya;Resicab嫕ya;Resicab嫕ya;;Resicab嫕ya;;;;;;;;;
PROV658;Hawai'i;Hawai'i;Hawai'i;;Hawai;;;;;;;;;
PROV662;Czernowitz;Czernowitz;Czernowitz;;Czernowitz;;;;;;;;;
PROV663;Sotschen;Sotschen;Sotschen;;Sotschen;;;;;;;;;
PROV664;Bucuresti;Bucuresti;Bucuresti;;Bucuresti;;;;;;;;;
PROV665;T漷gu Jiu;T漷gu Jiu;T漷gu Jiu;;T漷gu Jiu;;;;;;;;;
PROV666;Craiova;Craiova;Craiova;;Craiova;;;;;;;;;
PROV667;Targuviste;Targuviste;Targuviste;;Targuviste;;;;;;;;;
PROV668;Braila;Braila;Braila;;Braila;;;;;;;;;
PROV669;Calarasi;Calarasi;Calarasi;;Calarasi;;;;;;;;;
PROV670;Iasi;Iasi;Iasi;;Iasi;;;;;;;;;
PROV671;Botosani;Botosani;Botosani;;Botosani;;;;;;;;;
PROV672;Bacau;Bacau;Bacau;;Bacau;;;;;;;;;
PROV674;Constanta;Constanta;Constanta;;Constantsa;;;;;;;;;
PROV675;Tulcea;Tulcea;Tulcea;;Tulcea;;;;;;;;;
PROV676;Kishinyov;Kishinyov;Kishinyov;;Kishinyov;;;;;;;;;
PROV678;Izmail;Izmail;Izmail;;Izmail;;;;;;;;;
PROV679;Kolberg;Kolberg;Kolberg;;Kolberg;;;;;;;;;
PROV680;K飉lin;Koszalin;Koslin;;Koslin;;;;;;;;;
PROV681;Ktrin;Ktrin;Ktrin;;Kustrin;;;;;;;;;
PROV682;Breslau;Breslau;Breslau;;Wroclaw;;;;;;;;;
PROV684;Oppeln;Oppeln;Oppeln;;Oppeln;;;;;;;;;
PROV685;Kattowitz;Katowice;Kattowitz;;Katowice;;;;;;;;;
PROV687;G顤litz;G顤litz;G顤litz;;Gorlitz;;;;;;;;;
PROV688;Troppau;Troppau;Troppau;;Truppach;;;;;;;;;
PROV690;Danzig;Dantzig;Danzig;;Danzig;;;;;;;;;
PROV691;Tuchel;Tuchel;Tuchel;;Tuchel;;;;;;;;;
PROV692;Deutsch Krone;Deutsch Krone;Deutsch Krone;;Deutsch-Krone;;;;;;;;;
PROV693;Elbing;Elbing;Elbing;;Elblag;;;;;;;;;
PROV695;K霵igsberg;K霵igsberg;K霵igsberg;;K霵igsberg;;;;;;;;;
PROV696;Allenstein;Allenstein;Allenstein;;Allenstein;;;;;;;;;
PROV697;Gumbinnen;Gumbinnen;Gumbinnen;;Gumbinnen;;;;;;;;;
PROV698;Memel;Memel;Memel;;Memel;;;;;;;;;
PROV699;Posen;Posnanie;Posen;;Pozn嫕;;;;;;;;;
PROV700;Bromberg;Bromberg;Bromberg;;Bromberg;;;;;;;;;
PROV703;Krak闚;Krak闚;Krak闚;;Krak闚;;;;;;;;;
PROV705;Premissel;Premissel;Premissel;;Premissel;;;;;;;;;
PROV706;Warsaw;Varsovie;Warschau;;Varsovia;;;;;;;;;
PROV707;Suvalki;Suvalki;Suvalki;;Suvalki;;;;;;;;;
PROV708;Plock;Plock;Plock;;Plock;;;;;;;;;
PROV709;Lomza;Lomza;Lomza;;Lomza;;;;;;;;;
PROV710;Skierniewice;Skierniewice;Skierniewice;;Skierniewice;;;;;;;;;
PROV712;Lodz;Lodz;Lodz;;L鏚z;;;;;;;;;
PROV713;Radom;Radom;Radom;;Radom;;;;;;;;;
PROV714;Tarnau;Tarnau;Tarnau;;Tarnau;;;;;;;;;
PROV715;Lublin;Lublin;Lublin;;Lublin;;;;;;;;;
PROV716;Kielce;Kielce;Kielce;;Kielce;;;;;;;;;
PROV717;Kalisz;Kalisz;Kalisz;;Kalisz;;;;;;;;;
PROV718;Minsk;Minsk;Minsk;;Minsk;;;;;;;;;
PROV721;Aosta;Aoste;Aosta;;Aosta;;;;;;;;;
PROV722;Novara;Novare;Novara;;Novara;;;;;;;;;
PROV723;Alessandria;Alexandrie;Alessandria;;Alessandria;;;;;;;;;
PROV725;Savona;Savone;Savona;;Savona;;;;;;;;;
PROV727;W鄟sch-Bergen;W鄟sch-Bergen;W鄟sch-Bergen;;W鄟sch-Bergen;;;;;;;;;
PROV728;W鄟sch-Brixen;W鄟sch-Brixen;W鄟sch-Brixen;;W鄟sch-Brixen;;;;;;;;;
PROV730;Dietrichsbern;Dietrichsbern;Dietrichsbern;;Dietrichsbern;;;;;;;;;
PROV732;Trevixen;Trevixen;Trevixen;;Trevixen;;;;;;;;;
PROV733;Weiden;Weiden;Weiden;;Weiden;;;;;;;;;
PROV735;Bozen;Bozen;Bozen;;Bozen;;;;;;;;;
PROV736;Triest;Triest;Triest;;Triest;;;;;;;;;
PROV737;G顤z;G顤z;G顤z;;G顤z;;;;;;;;;
PROV738;Parma;Parme;Parma;;Parma;;;;;;;;;
PROV739;Modena;Mod鋝e;Modena;;M鏚ena;;;;;;;;;
PROV740;Massa;Massa;Massa;;Massa;;;;;;;;;
PROV741;Bologna;Bologne;Bologna;;Bolonia;;;;;;;;;
PROV742;Ferrara;Ferrare;Ferrara;;Ferrara;;;;;;;;;
PROV743;Ravenna;Ravenne;Ravenna;;Ravenna;;;;;;;;;
PROV746;Lucca;Lucques;Lucca;;Lucca;;;;;;;;;
PROV747;Siena;Sienne;Siena;;Siena;;;;;;;;;
PROV750;Viterbo;Viterbe;Viterbo;;Viterbo;;;;;;;;;
PROV751;Perugia;P廨ouse;Perugia;;Perugia;;;;;;;;;
PROV752;Ancona;Anc獼e;Ancona;;Ancona;;;;;;;;;
PROV753;L'Aquila;;;;;;;;;;;;;
PROV755;Salerno;Salerne;Salerno;;Salerno;;;;;;;;;
PROV756;Bari;Bari;Bari;;Bari;;;;;;;;;
PROV757;Foggia;Foggia;Foggia;;Foggia;;;;;;;;;
PROV758;Brindisi;Brindisi;Brindisi;;Brindisi;;;;;;;;;
PROV759;Reggio di Calabria;Reggio di Calabria;Reggio di Calabria;;Reggio di Calabria;;;;;;;;;
PROV760;Catanzaro;Catanzaro;Catanzaro;;Catanzaro;;;;;;;;;
PROV761;Potenza;Potenza;Potenza;;Potenza;;;;;;;;;
PROV762;Palermo;Palerme;Palermo;;Palermo;;;;;;;;;
PROV763;Messina;Messine;Messina;;Messina;;;;;;;;;
PROV764;Catania;Catane;Catania;;Catania;;;;;;;;;
PROV765;Cagliari;Cagliari;Cagliari;;Cagliari;;;;;;;;;
PROV766;Sassari;Sassari;Sassari;;Sassari;;;;;;;;;
PROV769;Adelsberg;;;;;;;;;;;;;
PROV770;Polei;;;;;;;;;;;;;
PROV771;Agram;;;;;;;;;;;;;
PROV773;Karlstadt;;;;;;;;;;;;;
PROV774;Senj;Senj;Senj;;Senj;;;;;;;;;
PROV775;Warasdin;;;;;;;;;;;;;
PROV776;Bellowar;;;;;;;;;;;;;
PROV777;Poschegg;;;;;;;;;;;;;
PROV778;Fiume;Rijeka;Fiume;;Fiume;;;;;;;;;
PROV779;Esseg;;;;;;;;;;;;;
PROV780;Split;Split;Split;;Split;;;;;;;;;
PROV781;Zadar;Zadar;Zadar;;Zadar;;;;;;;;;
PROV782;Dubrovnik;Dubrovnik;Dubrovnik;;Dubrovnik;;;;;;;;;
PROV783;Sarajevo;Sarajevo;Sarajevo;;Sarajevo;;;;;;;;;
PROV784;Bihac;Bihac;Bihac;;Bihac;;;;;;;;;
PROV785;Banja Luka;Banja Luka;Banja Luka;;Banja Luka;;;;;;;;;
PROV786;Tuzla;Tuzla;Tuzla;;Tuzla;;;;;;;;;
PROV787;Foca;Foca;Foca;;Foca;;;;;;;;;
PROV788;Mostar;Mostar;Mostar;;Mostar;;;;;;;;;
PROV789;Livno;Livno;Livno;;Livno;;;;;;;;;
PROV790;Kitwe;Kitwe;Kitwe;;Kitwe;;;;;;;;;
PROV791;Mitrovica;Mitrovica;Mitrovica;;Mitrovica;;;;;;;;;
PROV793;Wukowar;;;;;;;;;;;;;
PROV794;Belgrade;Belgrade;Belgrad;;Belgrado;;;;;;;;;
PROV795;Bor;Bor;Bor;;Bor;;;;;;;;;
PROV796;Kragujevac;Kragujevac;Kragujevac;;Kragujevac;;;;;;;;;
PROV797;Uce;Uce;Uzice;;Uzice;;;;;;;;;
PROV798;Ni?Ni?Nis;;Nis;;;;;;;;;
PROV799;Leskov蔒;;;;;;;;;;;;;
PROV800;釿g;;;;;;;;;;;;;
PROV801;Tahiti;Tahiti;Tahiti;;Tahit?;;;;;;;;
PROV802;Pristine;;;;;;;;;;;;;
PROV803;Pzerrin;;;;;;;;;;;;;
PROV804;Yeni Pazar;;;;;;;;;;;;;
PROV805;Salonika;Thessalonique;Salonika;;Sal鏮ica;;;;;;;;;
PROV806;鈤k;Skopje;Skopje;;Skopje;;;;;;;;;
PROV807;Bitola;Bitola;Bitola;;Bitola;;;;;;;;;
PROV808;Petrich;Petrich;Petrich;;Petrich;;;;;;;;;
PROV810;Vidin;Vidin;Vidin;;Vidin;;;;;;;;;
PROV811;Ruse;Ruse;Ruse;;Ruse;;;;;;;;;
PROV812;Pleven;Pleven;Pleven;;Pleven;;;;;;;;;
PROV813;Shumen;Shumen;Shumen;;Shumen;;;;;;;;;
PROV814;Varna;Varna;Varna;;Varna;;;;;;;;;
PROV815;Kircaali;;;;;;;;;;;;;
PROV816;Stara Zagora;Stara Zagora;Stara Zagora;;Stara Zagora;;;;;;;;;
PROV817;Burgas;Bourgas;Burgas;;Burgas;;;;;;;;;
PROV818;Silistre;Silistre;Silistre;;Silistre;;;;;;;;;
PROV819;Florina;Florina;Florina;;Florina;;;;;;;;;
PROV820;Grevena;Grevena;Grevena;;Greven?;;;;;;;;
PROV821;Edessa;Edessa;Edessa;;Edessa;;;;;;;;;
PROV822;Polygyros;Poligiros;Polygyros;;Polygyros;;;;;;;;;
PROV823;Kavala;Kavala;Kavala;;Kav嫮a;;;;;;;;;
PROV824;Janina;Ioannina;Janina;;Janina;;;;;;;;;
PROV825;Arta;Arta;Arta;;Arta;;;;;;;;;
PROV826;Corfu;Corfou;Korfu;;Corf?;;;;;;;;
PROV827;Zante;Zante;Zante;;Zante;;;;;;;;;
PROV830;Pirara;Dedeagatch;Dedeagatch;;Dedeagatch;;;;;;;;;
PROV831;Larissa;Larisa;Larisa;;Larisa;;;;;;;;;
PROV832;Volos;Volos;Volos;;V鏊os;;;;;;;;;
PROV833;Trikkala;Trikala;Trikkala;;Trikkala;;;;;;;;;
PROV835;Amfissa;Amfissa;Amfissa;;Amfissa;;;;;;;;;
PROV838;Khalkis;Khalkis;Khalkis;;Khalkis;;;;;;;;;
PROV841;Kalamata;Kalamata;Kalamata;;Kalamata;;;;;;;;;
PROV842;Patras;Patras;Patras;;Patras;;;;;;;;;
PROV844;Myteline;Mytil鋝e;Myteline;;Mitilene;;;;;;;;;
PROV845;Cyclades;Cyclades;Cyclades;;Las C獳ladas;;;;;;;;;
PROV846;Dodecanese;Dod嶰an鋊e;Dodecanese;;Dodecaneso;;;;;;;;;
PROV847;Chania;La Can嶪;Chania;;Chania;;;;;;;;;
PROV848;Iraklion;H廨aklion;Iraklion;;Heraklion;;;;;;;;;
PROV849;Terane;;;;;;;;;;;;;
PROV850;Iskodra;;;;;;;;;;;;;
PROV851;Dura?;;;;;;;;;;;;
PROV852;Avlonya;;;;;;;;;;;;;
PROV853;Gjirokaster;Gjirokast褰;Gjirokaster;;Gjirokaster;;;;;;;;;
PROV854;Malta;Malte;Malta;;Malta;;;;;;;;;
PROV855;Nicosia;Nicosie;Nikosia;;Nicosia;;;;;;;;;
PROV856;Limassol;Limassol;Limassol;;Limassol;;;;;;;;;
PROV857;Famagusta;Famagusta;Famagusta;;Famagusta;;;;;;;;;
PROV859;Gallipoli;Gallipoli;Gallipoli;;Gall甑oli;;;;;;;;;
PROV862;Izmit;Izmit;Izmit;;Yzmit;;;;;;;;;
PROV863;Bursa;Bursa;Bursa;;Bursa;;;;;;;;;
PROV864;Balikesir;Balikesir;Balikesir;;Balikesir;;;;;;;;;
PROV865;Canakkale;Canakkale;Canakkale;;Canakkale;;;;;;;;;
PROV866;Afyon;Afyon;Afyon;;Afyon;;;;;;;;;
PROV867;Kahya;Kahya;Kutahya;;Kutahya;;;;;;;;;
PROV868;Eskishehir;Eskishehir;Eskishehir;;Eskishehir;;;;;;;;;
PROV870;Manisa;Manisa;Manisa;;Manisa;;;;;;;;;
PROV871;Denizli;Denizli;Denizli;;Denizli;;;;;;;;;
PROV872;Mugla;Mugla;Mugla;;Mugla;;;;;;;;;
PROV873;Konya;Konya;Konya;;Konya;;;;;;;;;
PROV874;Burdur;Burdur;Burdur;;Burdur;;;;;;;;;
PROV875;Antalya;Antalya;Antalya;;Antalya;;;;;;;;;
PROV876;Ankara;Ankara;Ankara;;Ankara;;;;;;;;;
PROV877;Amasya;Amasya;Amasya;;Amasya;;;;;;;;;
PROV878;Kayseri;Kayseri;Kayseri;;Kayseri;;;;;;;;;
PROV879;Sivas;Sivas;Sivas;;Sivas;;;;;;;;;
PROV880;Kastamonu;Kastamonu;Kastamonu;;Kastamonu;;;;;;;;;
PROV881;Bolu;Bolu;Bolu;;Bolu;;;;;;;;;
PROV883;Sinop;Sinop;Sinop;;Sinop;;;;;;;;;
PROV884;Giresun;Giresun;Giresun;;Giresun;;;;;;;;;
PROV885;Kars;Kars;Kars;;Kars;;;;;;;;;
PROV886;Ardahan;Ardahan;Ardahan;;Ardahan;;;;;;;;;
PROV887;Erzurum;Erzurum;Erzurum;;Erzurum;;;;;;;;;
PROV888;Erzincan;Erzincan;Erzincan;;Erzincan;;;;;;;;;
PROV889;Malatya;Malatya;Malatya;;Malatya;;;;;;;;;
PROV890;Van;Van;Van;;Van;;;;;;;;;
PROV891;Bitlis;Bitlis;Bitlis;;Bitlis;;;;;;;;;
PROV893;Diyarbakir;Diyarbakir;Diyarbakir;;Diyarbakir;;;;;;;;;
PROV894;Adana;Adana;Adana;;Adana;;;;;;;;;
PROV895;Silifke;Silifke;Silifke;;Silifke;;;;;;;;;
PROV896;Marash;Marash;Marash;;Marash;;;;;;;;;
PROV897;Aleppo;Alep;Aleppo;;Aleppo;;;;;;;;;
PROV898;Antep;Gaziantep;Antep;;Antep;;;;;;;;;
PROV899;Urfa;Urfa;Urfa;;Urfa;;;;;;;;;
PROV901;Dayr al-Zour;Dayr al-Zour;Dayr al-Zour;;Dayr al-Zour;;;;;;;;;
PROV902;Damascus;Damas;Damaskus;;Damasco;;;;;;;;;
PROV903;Homs;Homs;Homs;;Homs;;;;;;;;;
PROV904;Hama;Hama;Hama;;Hama;;;;;;;;;
PROV905;Latakia;Latakia;Latakia;;Latakia;;;;;;;;;
PROV907;Palmyra;Palmyre;Palmyra;;Palmira;;;;;;;;;
PROV908;Amman;Amman;Amman;;Amm嫕;;;;;;;;;
PROV909;Jerash;Jerash;Jerash;;Jerash;;;;;;;;;
PROV912;Baalbeck;Baalbeck;Baalbek;;Baalbeck;;;;;;;;;
PROV913;Beirut;Beyrouth;Beirut;;Beirut;;;;;;;;;
PROV915;Sidon;Sidon;Sidon;;Sid鏮;;;;;;;;;
PROV916;Acre;Acre;Acre;;Acre;;;;;;;;;
PROV917;Jerusalem;J廨usalem;Jerusalem;;Jerusal幯;;;;;;;;;
PROV918;Nablus;Naplouse;Nablus;;Nablus;;;;;;;;;
PROV919;Jaffa;Jaffa;Jaffa;;Yafo;;;;;;;;;
PROV920;Gaza;Gaza;Gaza;;Gaza;;;;;;;;;
PROV921;Beersheba;Beersheba;Beersheba;;Beersheba;;;;;;;;;
PROV922;Aqaba;Aqaba;Aqaba;;Aqaba;;;;;;;;;
PROV923;Mosul;Mossoul;Mosul;;Mosul;;;;;;;;;
PROV926;Baghdad;Bagdad;Baghdad;;Bagdad;;;;;;;;;
PROV927;Samarra;Samarra;Samarra;;Samarra;;;;;;;;;
PROV929;Karbala;Karbala;Karbala;;Karbala;;;;;;;;;
PROV930;Kut;Kut;Kut;;Kut;;;;;;;;;
PROV931;Rutbah;Rutbah;Rutbah;;Rutbah;;;;;;;;;
PROV932;Basra;Bassora;Basra;;Basora;;;;;;;;;
PROV933;Nasiriyya;Nasiriya;Nasiriyya;;Nasiriyya;;;;;;;;;
PROV934;Najaf;Nadjaf;Najaf;;Najaf;;;;;;;;;
PROV935;Kuwait;Kowe鮠;Kuwait;;Kuwait;;;;;;;;;
PROV936;Grodno;Grodno;Grodno;;Grodno;;;;;;;;;
PROV938;Lida;Lida;Lida;;Lida;;;;;;;;;
PROV941;Slutsk;Slutsk;Slutsk;;Slutsk;;;;;;;;;
PROV942;Mozyr;Mozyr;Mozyr;;Mozir;;;;;;;;;
PROV943;Smolensk;Smolensk;Smolensk;;Smolensk;;;;;;;;;
PROV944;舥sha;;;;;;;;;;;;;
PROV945;Vitebsk;;;;;;;;;;;;;
PROV948;Mogilyov;;;;;;;;;;;;;
PROV949;G鏔el;;;;;;;;;;;;;
PROV954;Vinnitsa;Vinnitsa;Vinnitsa;;Vinnitsa;;;;;;;;;
PROV957;Kovel;Kovel;Kovel;;Kovel;;;;;;;;;
PROV962;Chernigov;Chernigov;Chernigov;;Chernihiv;;;;;;;;;
PROV963;Poltava;Poltava;Poltava;;Poltava;;;;;;;;;
PROV964;Simferopol;Simferopol;Simferopol;;Simfer鏕ol;;;;;;;;;
PROV966;Kerch;Kertch;Kerch;;Kerch;;;;;;;;;
PROV967;Sevastopol;S嶵astopol;Sevastopol;;Sebastopol;;;;;;;;;
PROV968;Odessa;Odessa;Odessa;;Odesa;;;;;;;;;
PROV970;Nikolaev;Nikolaev;Nikolaev;;Nikolaev;;;;;;;;;
PROV973;Melitopol;Melitopol;Melitopol;;Melitopol;;;;;;;;;
PROV976;Mariupol;Mariupol;Mariupol;;Mariupol;;;;;;;;;
PROV977;Kursk;Koursk;Kursk;;Kursk;;;;;;;;;
PROV979;Rostov;Rostov;Rostov;;Rostov;;;;;;;;;
PROV982;Pechenga;Pechenga;Pechenga;;Pechenga;;;;;;;;;
PROV983;Kandalaksha;Kandalaksha;Kandalaksha;;Kandalaksha;;;;;;;;;
PROV985;Mezen;Mezen;Mezen;;Mezen;;;;;;;;;
PROV986;Naryn Mar;Naryan Mar;Naryn Mar;;Naryn Mar;;;;;;;;;
PROV987;Ust Sysolsk;Ust Sysolsk;Ust Sysolsk;;Ust Sysolsk;;;;;;;;;
PROV989;Vologda;Vologda;Vologda;;Vologda;;;;;;;;;
PROV990;Kotlas;Kotlas;Kotlas;;Kotlas;;;;;;;;;
PROV991;Uglich;Ouglitch;Uglich;;Uglich;;;;;;;;;
PROV992;Belozersk;Belozersk;Belozersk;;Beloz褰sk;;;;;;;;;
PROV994;St Petersburg;Saint-P彋ersbourg;St Petersburg;;San Petersburgo;;;;;;;;;
PROV996;Luga;Luga;Luga;;Luga;;;;;;;;;
PROV997;Gdov;Gdov;Gdov;;Gdov;;;;;;;;;
PROV998;Tver;Tver;Tver;;Tver;;;;;;;;;
PROV999;Rzhev;Rzhev;Rzhev;;Rzhev;;;;;;;;;
PROV1000;Staritsa;Staritsa;Staritsa;;Staritsa;;;;;;;;;
